Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Ride Your Wave [2019][1080p][2.8 Gb];Kimi to, Nami ni Noretara;Jikan (MyAnimeList);Hinako, una chica que se mudó de la costa al interior del país, no puede conectarse con su nuevo entorno y solo se siente en paz en la piscina. Conoce al surfista Minato y, tras su trágica muerte, Hinako descubre que puede reunirse con él a través de las olas del mar en una historia de amor y pérdida.;https://cdn.myanimelist.net/images/anime/1893/99701l.jpg;Drama, Romance, Supernatural;7.62;1.0;https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara;;;;;;;
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu;Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu;Jikan (MyAnimeList);En un mundo de fantasía donde se puede retirar y acumular oro, una mujer de mediana edad es reencarnada y decide ahorrar ocho millones de monedas de oro para asegurarse una jubilación cómoda. La serie combina el género isekai con la comedia de una persona madura que aplica lógica financiera al mundo de fantasía.;https://cdn.myanimelist.net/images/anime/1890/131473l.jpg;Fantasy;6.94;12.0;https://myanimelist.net/anime/52461/Rougo_ni_Sonaete_Isekai_de_8-manmai_no_Kinka_wo_Tamemasu;https://image.tmdb.org/t/p/original/6rVO9Vkxw1IVudmrcqxfsBLwkAE.jpg;T1:12;Rika Nagae (Mitsuha Yamano (voice)), Rika Tachibana (Colette (voice)), Kaori Maeda (Sabine (voice)), Jun Fukuyama (Takeshi Yamano (voice)), Ruriko Aoki (Erene (voice)), Yuji Kameyama (Tobias (voice));https://image.tmdb.org/t/p/w185/hfsecCa4jdkVDe2zjX8el9CGIzy.jpg, https://image.tmdb.org/t/p/w185/kXQIX7yYTucgaxkERxxj6TCueWx.jpg, https://image.tmdb.org/t/p/w185/nj0DsfJ5tL96HlXvzThj7R022f2.jpg, https://image.tmdb.org/t/p/w185/eT9eloyIaIkTvTqMmpcsAleP2hM.jpg, https://image.tmdb.org/t/p/w185/oIFCVeUfExnxu7jq5snnBScF6cB.jpg, https://image.tmdb.org/t/p/w185/kSIBLDSZFeyfJvrUttfZJatjT20.jpg;;"Chillin' in Another World with Level 2 Super Cheat Powers, Isekai One Turn Kill Neesan; Ane Douhan no Isekai Seikatsu Hajimemashita, Saihate no Paladin, Kenja no Deshi wo Nanoru Kenja, Benriya Saitou-san, Isekai ni Iku";https://www.youtube.com/watch?v=6ewiwchNZAs
Ryuu to Sobakasu no Hime Belle;Ryuu to Sobakasu no Hime;Jikan (MyAnimeList);Suzu, una chica solitaria de provincia con trauma social, crea un avatar llamado Belle en el mundo virtual U, donde se convierte en la cantante más famosa del mundo. Cuando Belle encuentra al misterioso Bestia en este mundo digital, su historia comienza a reflejar el clásico cuento de La Bella y la Bestia.;https://cdn.myanimelist.net/images/anime/1081/115716l.jpg;Drama, Fantasy, Sci-Fi;7.47;1.0;https://myanimelist.net/anime/44807/Ryuu_to_Sobakasu_no_Hime;;;;;;;
Sailor Moon;Bishoujo Senshi Sailor Moon;Jikan (MyAnimeList);Usagi Tsukino, una estudiante torpe y llorona, descubre que es la guerrera Sailor Moon y la princesa de la Luna reencarnada. Con sus aliadas las Sailor Senshi, debe luchar contra las fuerzas del Reino Oscuro para proteger la Tierra mientras busca al Príncipe Endymion y los cristales del poder.;https://cdn.myanimelist.net/images/anime/1440/92258l.jpg;Romance;7.75;46.0;https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon;https://image.tmdb.org/t/p/original/sNCpbcCcRadDBMTh6An1dBMakqr.jpg;T1:46|T2:43|T3:38|T4:39|T5:34;Kotono Mitsuishi (Usagi Tsukino / Sailor Moon (voice)), Aya Hisakawa (Ami Mizuno / Sailor Mercury (voice)), 富沢美智恵 (Rei Hino / Sailor Mars (voice)), 篠原恵美 (Makoto Kino / Sailor Jupiter (voice)), Rica Fukami (Minako Aino / Sailor Venus (voice)), Toru Furuya (Mamoru Chiba / Tuxedo Mask (voice));https://image.tmdb.org/t/p/w185/mvKgkuAVVMmjkFWlwVQu8KCa80O.jpg, https://image.tmdb.org/t/p/w185/5asVy8H7VSDQKVdURubT0QHjsld.jpg, https://image.tmdb.org/t/p/w185/42Au1FT7mGOghHcrlX8g44v6dTG.jpg, https://image.tmdb.org/t/p/w185/ryGauSE9aoEh5DFMrlFw3H8sATC.jpg, https://image.tmdb.org/t/p/w185/sVFWxaM89O540z0N1QOkXqCbqJo.jpg, https://image.tmdb.org/t/p/w185/2et31Lo8I0gRbyYFaOu3TBRby7U.jpg;;Sailor Moon Crystal, Smile PreCure!, Kamisama Hajimemashita, Kyoukai no Kanata, Luchadoras de leyenda;https://www.youtube.com/watch?v=UL_F6L1tSAM
Sailor Moon Crystal;Bishoujo Senshi Sailor Moon Crystal;Jikan (MyAnimeList);Una nueva adaptación del manga original de Sailor Moon que sigue la historia de Usagi Tsukino convirtiéndose en Sailor Moon. La serie reimagina los arcos clásicos con animación más moderna, presentando el romance de Usagi con Tuxedo Mask y la formación del grupo de Sailor Senshi.;https://cdn.myanimelist.net/images/anime/1209/133699l.jpg;Romance;7.15;26.0;https://myanimelist.net/anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal;https://image.tmdb.org/t/p/original/ECOqfXXo4gfeqwOr3y2uJ5Up6g.jpg;T1:14|T2:12|T3:13;Kotono Mitsuishi (Usagi Tsukino / Sailor Moon (voice)), Hisako Kanemoto (Ami Mizuno / Sailor Mercury (voice)), Rina Sato (Rei Hino / Sailor Mars (voice)), Ami Koshimizu (Makoto Kino / Sailor Jupiter (voice)), Shizuka Itoh (Minako Aino / Sailor Venus (voice)), 野島健児 (Mamoru Chiba / Tuxedo Mask (voice));https://image.tmdb.org/t/p/w185/mvKgkuAVVMmjkFWlwVQu8KCa80O.jpg, https://image.tmdb.org/t/p/w185/qyJPQaehMc4Sy5jaTfIJLdrll2v.jpg, https://image.tmdb.org/t/p/w185/kk0Tir25lDqdqYHHnYCpknGgZCa.jpg, https://image.tmdb.org/t/p/w185/e5sU0stGjTMtFoj0jjHH7OFUqYC.jpg, https://image.tmdb.org/t/p/w185/n47YvFPlJzl8HnsoDBtM8SUqG8q.jpg, https://image.tmdb.org/t/p/w185/nRSPVjDkdpnrQabnK5mENH118zN.jpg;;Puella Magi Madoka Magica, Sailor Moon, The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom, Magical Girl Lyrical Nanoha, Las Supernenas Z;https://www.youtube.com/watch?v=eUiewJt80eQ
Sakamoto Days;Sakamoto Days;Jikan (MyAnimeList);Sakamoto Ryuichi, un asesino a sueldo de renombre internacional que nadie ha visto la cara, lleva una doble vida como empleado de un supermercado. Cuando un rival de la mafia expone su identidad, Sakamoto debe proteger a sus colegas del supermercado mientras demuestra que sigue siendo el mejor asesino del mundo.;https://cdn.myanimelist.net/images/anime/1026/146459l.jpg;Action, Comedy;7.59;11.0;https://myanimelist.net/anime/58939/Sakamoto_Days;https://image.tmdb.org/t/p/original/blSthAPRbEOJBowdxppeQqNPRh9.jpg;T1:22;Tomokazu Sugita (Taro Sakamoto (voice)), Nobunaga Shimazaki (Shin Asakura (voice)), Ayane Sakura (Lu Shaotang (voice)), Nao Toyama (Aoi Sakamoto (voice)), Hina Kino (Hana Sakamoto (voice)), Ryota Suzuki (Heisuke Mashimo (voice));https://image.tmdb.org/t/p/w185/cv5zuPZySNsHXu24pjKLYCRzJ2J.jpg, https://image.tmdb.org/t/p/w185/qke5rZusHsjSlvB0NKlJ5dQF5D.jpg, https://image.tmdb.org/t/p/w185/yPbTmntASE9psPIMhNGU5oo6vIH.jpg, https://image.tmdb.org/t/p/w185/6WJDd1z946yFfZBgpC7dWi0FyQw.jpg, https://image.tmdb.org/t/p/w185/iwq0VvY3q4MPfn5ZTjsthhNcuyd.jpg, https://image.tmdb.org/t/p/w185/4Xq18mQttuW2yfRCflnWoU7UqQ5.jpg;;The Fable, Sekirei, Abenobashi Mahou☆Shoutengai, Absolute Duo, Hyakka Ryouran: Samurai Girls;https://www.youtube.com/watch?v=fPopd3ZOGUY
Sakura Quest;Sakura Quest;Jikan (MyAnimeList);Yoshino Koharu, una empleada de la Corporación de Revitalización, es enviada al rural pueblo de Manoyama para promover el turismo local. La serie sigue los esfuerzos de Yoshino y los habitantes del pueblo para encontrar identidad y propósito mientras lidian con el declive de las comunidades rurales japonesas.;https://cdn.myanimelist.net/images/anime/6/85222l.jpg;Slice of Life;7.39;25.0;https://myanimelist.net/anime/34494/Sakura_Quest;https://image.tmdb.org/t/p/original/eeqilhIy15PMyUDhKC78xr2uLdV.jpg;T1:25;Ayaka Nanase (Yoshino Koharu (voice)), Reina Ueda (Shiori Shinomiya (voice)), Chika Anzai (Maki Midorikawa (voice)), Chiemi Tanaka (Ririko Oribe (voice)), Mikako Komatsu (Sanae Kouzuki (voice));https://image.tmdb.org/t/p/w185/9eKNKMFFhbtG74V3OOiVKEgm1ul.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/lk3Az9O67qrXR69rctwDDHWqi9d.jpg, https://image.tmdb.org/t/p/w185/870hS8RmnvtmHKV2baMTUS7ltyJ.jpg, https://image.tmdb.org/t/p/w185/13tQEZ1tLdOmi7oGoRJ4xep1ODQ.jpg;;Mitsuboshi Colors, Gochuumon wa Usagi desu ka?, Bakuman, Maison Ikkoku, Hanasaku Iroha;https://www.youtube.com/watch?v=_w6Ts6Rvb7g
Samurai Champloo;Samurai Champloo;Jikan (MyAnimeList);El vagabundo Mugen y el ronin Jin son salvados de la ejecución por la joven Fuu, quien los contrata para ayudarla a encontrar a un samurái que huele a girasoles. Los tres viajan por el Japón del período Edo en una serie que mezcla el chanbara tradicional con el hip-hop y el estilo visual contemporáneo.;https://cdn.myanimelist.net/images/anime/1370/135212l.jpg;Action, Adventure, Comedy;8.52;26.0;https://myanimelist.net/anime/205/Samurai_Champloo;https://image.tmdb.org/t/p/original/zsRvBsAVcJYz8wjpZnitMJz7HYr.jpg;T1:26;Ayako Kawasumi (Fuu (voice)), Kazuya Nakai (Mugen (voice)), 佐藤銀平 (Jin (voice)), Akio Otsuka (Okuru (voice)), 丸山詠二 (Biwa Minstrel (voice)), 難波圭一 (Denkibou (voice));https://image.tmdb.org/t/p/w185/vb4cgQUlZdaZT3P4RI27x2PGwpH.jpg, https://image.tmdb.org/t/p/w185/cOHSa0FBrG3u9P6g8A56sInkvod.jpg, https://image.tmdb.org/t/p/w185/6ErKey0iJDoxB0iLdoRZLOTdlPZ.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg, https://image.tmdb.org/t/p/w185/92amqJ8ShSJiE6rT0gkDDXZyZc3.jpg, https://image.tmdb.org/t/p/w185/qazcRBlCE0XJMeXIiSUvPcZNsd8.jpg;Creador: 渡辺信一郎;Hyakka Ryouran: Samurai Girls, TENGOKU-DAIMAKYO, Sabikui Bisco, Katekyo Hitman Reborn!, JoJo's Bizarre Adventure;https://www.youtube.com/watch?v=hficV9yr2mA
Samurai X;Rurouni Kenshin: Meiji Kenkaku Romantan;Jikan (MyAnimeList);Kenshin Himura, el legendario asesino Battosai que sembró terror durante la Revolución Meiji, ahora vive como un vagabundo pacífico con una espada de filo invertido. Mientras protege a los inocentes, Kenshin lucha con los fantasmas de su pasado y enfrenta a enemigos que conocen sus puntos débiles.;https://cdn.myanimelist.net/images/anime/1346/119505l.jpg;Action, Comedy, Romance;8.27;94.0;https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan;https://image.tmdb.org/t/p/original/xV0Xro8G20SgxYfGrXun26k7eVp.jpg;T1:47;Soma Saito (Kenshin Himura (voice)), Rie Takahashi (Kaoru Kamiya (voice)), Taku Yashiro (Sanosuke Sagara (voice)), Makoto Koichi (Yahiko Myojin (voice)), Saori Onishi (Megumi Takani (voice));https://image.tmdb.org/t/p/w185/8W8Y02Jmjivw0kk5PDih9dqiyd9.jpg, https://image.tmdb.org/t/p/w185/aeB7z0cBTASdjKOjQriBAO6hYq4.jpg, https://image.tmdb.org/t/p/w185/eVdB6myaNJ4h38UU9hHHlsaCWHn.jpg, https://image.tmdb.org/t/p/w185/2HhTnfV6x5nStC7zBnBqgh7r3HY.jpg, https://image.tmdb.org/t/p/w185/cziKB19QMFJ6DQDtxTn07uRY2hq.jpg;;Black Cat, Marriagetoxin, Kill Blue, Phantom: Requiem for the Phantom, Shōgun;https://www.youtube.com/watch?v=vf2WjuZk-S0
Sangatsu no Lion;3-gatsu no Lion;Jikan (MyAnimeList);Rei Kiriyama, un joven prodigio del shogi de 17 años que vive solo en Tokio, lucha con la soledad y la depresión mientras compite profesionalmente. La serie retrata con sensibilidad y profundidad psicológica el crecimiento personal de Rei a través de sus relaciones con la familia Kawamoto y el mundo del shogi.;https://cdn.myanimelist.net/images/anime/3/82899l.jpg;Drama;8.37;22.0;https://myanimelist.net/anime/31646/3-gatsu_no_Lion;https://image.tmdb.org/t/p/original/mLzJpP9YRexGbvgiqunirAM5HAA.jpg;T1:22|T2:22;Kengo Kawanishi (Rei Kiriyama (voice));https://image.tmdb.org/t/p/w185/s0CxrO6LixJBgqiHEUjKelAh8ei.jpg;;Honey Lemon Soda, Bokura Ga Ita, Accel World, Hunter × Hunter, La nobleza de las flores;https://www.youtube.com/watch?v=LLFD3dHTFQs
Sword Art Online;Sword Art Online;2012 - 2020;En 'Sword Art Online', 10,000 jugadores quedan atrapados en un MMORPG donde morir en el juego significa morir en la vida real. Kirito, un jugador solitario, se asocia con la guerrera Asuna para intentar escapar del mundo virtual y completar el juego.;https://image.tmdb.org/t/p/original/htNohqrYEwuz4fCa9ATVF90s58S.jpg;Animación, Sci-Fi & Fantasy, Action & Adventure;8.156;1;96;https://image.tmdb.org/t/p/original/z7QKvQbOrIhp9uOT63l9dIgHJrb.jpg;T1:25|T2:24|T3:24|T4:23;Yoshitsugu Matsuoka (Kirito (voice)), Haruka Tomatsu (Asuna (voice)), Hiroaki Hirata (Klein (voice)), Ai Kayano (Alice Synthesis Thirty (voice)), Rina Hidaka (Silica (voice)), Hiroki Yasumoto (Agil (voice));https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg, https://image.tmdb.org/t/p/w185/geVvuA2zMGE5xzfc20aDelJSelu.jpg, https://image.tmdb.org/t/p/w185/mMWEdlssJm3TVuXW4Wb7pQeX20Z.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg, https://image.tmdb.org/t/p/w185/7JupZGvqcq4dRxiTKpPxzg8NUS4.jpg, https://image.tmdb.org/t/p/w185/vNIGLl0wFmdhdnulMssQ1qyNeBs.jpg;;Kenja no Deshi wo Nanoru Kenja, Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu, Full Dive: The Ultimate Next-Gen Full Dive RPG Is Even S. than Real Life!, Log Horizon, Overlord;https://www.youtube.com/watch?v=6ohYYtxfDCg
Sasaki to Miyano;Sasaki to Miyano;Jikan (MyAnimeList);Shuumei Sasaki, un estudiante popular de preparatoria, se enamora del tímido Yoshikazu Miyano, fanático de los BL. La serie retrata con ternura la relación que se desarrolla entre ellos a medida que Sasaki persiste con amabilidad y Miyano comienza a comprender sus propios sentimientos.;https://cdn.myanimelist.net/images/anime/1182/119308l.jpg;Boys Love;8.18;12.0;https://myanimelist.net/anime/44055/Sasaki_to_Miyano;https://image.tmdb.org/t/p/original/nqQDgpkBQi0nSksBL261VMi5AUn.jpg;T1:12;Yusuke Shirai (Shuumei Sasaki (voice)), Soma Saito (Yoshikazu Miyano (voice)), Yoshitsugu Matsuoka (Taiga Hirano (voice)), Yuki Ono (Jirou Ogasawara (voice)), Yuma Uchida (Masato Hanzawa (voice)), 新井良平 (Tasuku Kuresawa (voice));https://image.tmdb.org/t/p/w185/qY9HxzSkv2yl1xUeSRkMJyzC3xP.jpg, https://image.tmdb.org/t/p/w185/8W8Y02Jmjivw0kk5PDih9dqiyd9.jpg, https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg, https://image.tmdb.org/t/p/w185/oEx13CbNLsHzURdYafkFJYXDjfm.jpg, https://image.tmdb.org/t/p/w185/2otstbLfQ7MXuFt1X8MFOb4OIgd.jpg, https://image.tmdb.org/t/p/w185/mwHX50NeeMFcebQONs1SSSH7iAI.jpg;;Aharen-san wa Hakarenai, Our Dating Story: The Experienced You and The Inexperienced Me, Kanojo mo Kanojo, Uzaki-chan Wants to Hang Out!, Tonari no Kaibutsu-kun;
Sasayaku You ni Koi wo Utau;Sasayaku You ni Koi wo Utau;Jikan (MyAnimeList);Yori Asanagi es una chica que se enamora de Himari Utsumi después de escucharla cantar. La serie sigue su relación romántica mientras Yori intenta expresar sus sentimientos a través de canciones, navegando el romance yuri con sensibilidad y una banda sonora emotiva.;https://cdn.myanimelist.net/images/anime/1455/141858l.jpg;Drama, Girls Love;6.72;12.0;https://myanimelist.net/anime/54233/Sasayaku_You_ni_Koi_wo_Utau;https://image.tmdb.org/t/p/original/zrqnyKPzKhGHRw9GB6F6zL9R1v5.jpg;T1:12;Hana Shimano (Himari Kino (voice)), Asami Seto (Yori Asanagi (voice)), 笹倉かな (Yori Asanagi (singing voice)), Mikako Komatsu (Aki Mizuguchi (voice)), Konomi Kohara (Mari Tsutsui (voice)), Ai Kakuma (Kaori Tachibana (voice));https://image.tmdb.org/t/p/w185/2YiUCnvIRMEgjMrGoQ5OminkNUo.jpg, https://image.tmdb.org/t/p/w185/iKKCPgKrNd4pJ0iBOC1SBZy2Y4Y.jpg, https://image.tmdb.org/t/p/w185/AcWrxpVOIhCith2Xm2RlatuWLq5.jpg, https://image.tmdb.org/t/p/w185/13tQEZ1tLdOmi7oGoRJ4xep1ODQ.jpg, https://image.tmdb.org/t/p/w185/3wjTzpJpBiTkLexdMmo9a3wfgRT.jpg, https://image.tmdb.org/t/p/w185/o3tQSeeJAeafJNvQs2IKvpKY7av.jpg;;I Made Friends with the Second Prettiest Girl in My Class, Yagate Kimi ni Naru, Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?), Kokoro Connect, Ore wo Suki nano wa Omae dake ka yo;https://www.youtube.com/watch?v=XnYxIO75Wz8
Sayonara no Asa ni Yakusoku no Hana wo Kazarou [2018][1080p][4.95 Gb];Sayonara no Asa ni Yakusoku no Hana wo Kazarou;Jikan (MyAnimeList);Maquia es una chica de una raza inmortal de tejedores llamada los Iorph que viven aislados del mundo. Tras un ataque que destruye su comunidad, Maquia cría a un bebé humano encontrado en las ruinas, y la película sigue el paso de décadas donde ella permanece joven mientras su hijo adoptivo envejece y muere.;https://cdn.myanimelist.net/images/anime/11/89556l.jpg;Drama, Fantasy;8.4;1.0;https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou;;;;;;;
Scarlet Nexus;Scarlet Nexus;Jikan (MyAnimeList);En un futuro cercano, un grupo de personas con poderes psíquicos conectados a su DNA despierta en Suwa City con amnesia. Entre ellos están Yuito Sumeragi y Kasane Randall, quienes deben unirse a la Otros Suppression Force para luchar contra criaturas llamadas Others mientras descubren los misterios de su mundo.;https://cdn.myanimelist.net/images/anime/1314/116004l.jpg;Action, Sci-Fi;5.73;26.0;https://myanimelist.net/anime/48492/Scarlet_Nexus;https://image.tmdb.org/t/p/original/ygJ9xAQIt83O1fiOsiHlRP8kTkf.jpg;T1:26;Junya Enoki (Yuito Sumeragi (voice)), Asami Seto (Kasane Randall (voice)), Tomomi Mineuchi (Hanabi Ichijo (voice)), Marika Kouno (Tsugumi Nazar (voice)), Ryota Takeuchi (Gemma Garrison (voice)), Chinatsu Akasaki (Luka Travers (voice));https://image.tmdb.org/t/p/w185/vBnNL3Jqy0zkS3ZgsXZmvDM9Dfz.jpg, https://image.tmdb.org/t/p/w185/iKKCPgKrNd4pJ0iBOC1SBZy2Y4Y.jpg, https://image.tmdb.org/t/p/w185/aaMQyqecu9LD51Y6nCy3oc4redi.jpg, https://image.tmdb.org/t/p/w185/tGtrlF6iBDHoBEmRfPdOyVt7X18.jpg, https://image.tmdb.org/t/p/w185/1PZIIKxOAgn6YexksH6weYnzzhh.jpg, https://image.tmdb.org/t/p/w185/nYYs30FgGrgr3uOiQ4ASmRpFca2.jpg;;Fate/Grand Order: Absolute Demonic Front Babylonia, Gachiakuta, 100-man no Inochi no Ue ni Ore wa Tatteiru, Devil May Cry, Record of Ragnarok;https://www.youtube.com/watch?v=4ms6GKOmRkk
School Rumble;School Rumble;Jikan (MyAnimeList);Tenma Tsukamoto, una estudiante torpe y tímida, está enamorada del popular Oji Karasuma que parece no notar nada a su alrededor. A través de enredos románticos y malentendidos épicos, la serie retrata las complicadas dinámicas del amor adolescente con un sentido del humor absurdo.;https://cdn.myanimelist.net/images/anime/1465/142014l.jpg;Comedy, Romance;7.88;26.0;https://myanimelist.net/anime/24/School_Rumble;https://image.tmdb.org/t/p/original/3VGz44Ce7i8E001DUzkvHpRHDV2.jpg;T1:26|T2:26;Ami Koshimizu (Tenma Tsukamoto (voice)), Hiroki Takahashi (Kenji Harima (voice)), Yui Horie (Eri Sawachika (voice)), Hitomi Nabatame (Mikoto Suou (voice)), 清水香里 (Akira Takano (voice)), Mamiko Noto (Yakumo Tsukamoto (voice));https://image.tmdb.org/t/p/w185/e5sU0stGjTMtFoj0jjHH7OFUqYC.jpg, https://image.tmdb.org/t/p/w185/lFwGUkR5Lj09FVz7s0xwFgQgeRi.jpg, https://image.tmdb.org/t/p/w185/73yQlMWaiOMrhvPCNyOCbbCkILZ.jpg, https://image.tmdb.org/t/p/w185/jidfw5qDgZjC4TPY3YunJQxlEmr.jpg, https://image.tmdb.org/t/p/w185/p5A7efRBlhmhtdyfbpmjJgeUkhq.jpg, https://image.tmdb.org/t/p/w185/wCSD7Umgzc66p8VGXrrMZtSLSuS.jpg;;Kawaii dake ja Nai Shikimori-san, Nagato Yuki-chan no Shoushitsu, Danshi Koukousei no Nichijou, Soredemo Ayumu wa Yosetekuru, Maison Ikkoku;https://www.youtube.com/watch?v=nO1SAODPvT4
Seirei Gensouki;Seirei Gensouki;Jikan (MyAnimeList);Rio Fukai es un joven mestizo japonés y espiritual en un mundo de fantasía que, tras presenciar el asesinato de sus padres, busca venganza. La serie sigue su viaje de crecimiento personal a través de múltiples culturas y continentes mientras descubre sus poderes y forja su propio camino como aventurero.;https://cdn.myanimelist.net/images/anime/1836/116060l.jpg;Action, Adventure, Fantasy, Romance;7.06;12.0;https://myanimelist.net/anime/44203/Seirei_Gensouki;https://image.tmdb.org/t/p/original/7XloWeuHmw94BFzPf4oF59rvPZH.jpg;T1:12|T2:12;Yoshitsugu Matsuoka (Rio (voice)), Ayaka Suwa (Rio (young) (voice)), Akane Fujita (Celia Claire (voice)), Yuuki Kuwahara (Aishia (voice));https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg, https://image.tmdb.org/t/p/w185/pLd8VPfRp50Q744sT492FCn2k6f.jpg, https://image.tmdb.org/t/p/w185/oMhN3uXgezyVk86gjwi8q1TYV2R.jpg, https://image.tmdb.org/t/p/w185/n9kLcB2YNl9S2kK6b2rId7cpjdh.jpg;;Saihate no Paladin, El rey demonio más fuerte renace como aldeano A, Rakudai Kishi no Cavalry, I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability, Eiyuu-ou, Bu wo Kiwameru tame Tensei su - Soshite, Sekai Saikyou no Minarai Kishi ♀;https://www.youtube.com/watch?v=KS7dinNk_z4
Shangri-La Frontier - Kusoge Hunter;Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su;Jikan (MyAnimeList);Rakuro Hizutome es un experto en juegos de baja calidad que es inesperadamente transportado al mundo del VRMMORPG Shangri-La Frontier. Con sus habilidades únicas desarrolladas jugando los peores juegos del mercado, Rakuro encuentra formas creativas de superar los desafíos del juego de alta calidad más popular del mundo.;https://cdn.myanimelist.net/images/anime/1500/139931l.jpg;Action, Adventure, Fantasy;8.1;25.0;https://myanimelist.net/anime/52347/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su;https://image.tmdb.org/t/p/original/xcgdODcDuzngTXRtV7AtnAFpWzu.jpg;T1:50;Yuma Uchida (Sunraku / Rakuro Hizutome (voice)), Azumi Waki (Psyger-0 / Rei Saiga (voice)), Yoko Hikasa (Arthur Pencilgon / Towa Amane (voice)), Makoto Koichi (OiKatzo / Kei Uomi (voice)), Rina Hidaka (Emul (voice)), Akio Otsuka (Weissasche (voice));https://image.tmdb.org/t/p/w185/2otstbLfQ7MXuFt1X8MFOb4OIgd.jpg, https://image.tmdb.org/t/p/w185/nxm4DLWv0BOcK2owvAz5yafSAXj.jpg, https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/2HhTnfV6x5nStC7zBnBqgh7r3HY.jpg, https://image.tmdb.org/t/p/w185/7JupZGvqcq4dRxiTKpPxzg8NUS4.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg;;Infinite Dendrogram, Hitoribocchi no Isekai Kouryaku, Monster Rancher, Shingeki no Bahamut, Boukensha ni Naritai to Miyako ni Deteitta Musume ga S Rank ni Natteta;https://www.youtube.com/watch?v=ZMpfkJiQrGg
Shigatsu wa Kimi no Uso;Shigatsu wa Kimi no Uso;Jikan (MyAnimeList);Kousei Arima era un pianista prodigio que perdió la capacidad de escuchar sus propias notas tras un trauma relacionado con la muerte de su madre. La vida colorista Kaori Miyazono entra en su vida gris y lo arrastra de vuelta al mundo de la música, cambiando su perspectiva sobre el arte y la vida.;https://cdn.myanimelist.net/images/anime/1405/143284l.jpg;Drama, Romance;8.64;22.0;https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso;https://image.tmdb.org/t/p/original/x6jWDL4H9TaBLGEvyej0qKiirBU.jpg;T1:22;Natsuki Hanae (Kousei Arima (voice)), Risa Taneda (Kaori Miyazono (voice)), Ayane Sakura (Tsubaki Sawabe (voice)), Ryota Osaka (Ryouta Watari (voice));https://image.tmdb.org/t/p/w185/alTb0DlcPIbcwM08WSmxFai58sd.jpg, https://image.tmdb.org/t/p/w185/cuUqpOqZyzfJLzRa6syhOLUCvNW.jpg, https://image.tmdb.org/t/p/w185/yPbTmntASE9psPIMhNGU5oo6vIH.jpg, https://image.tmdb.org/t/p/w185/d2TGy8Qkxe90tGDr9MCXFGkhbPl.jpg;;Sakamichi no Apollon, Beck: Mongolian Chop Squad, Bokura Ga Ita, La nobleza de las flores, Peligros en mi corazón;https://www.youtube.com/watch?v=aMJpI_fEsA4
