Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug;Backdrop_URL;Requisitos_Minimos;Requisitos_Recomendados;Recomendaciones;Trailer_URL;Peso_GB
Life is Strange Complete Season-GOG;Life is Strange;RAWG;2015.0;La narrativa interactiva y los juegos de argumento profundo ganaron popularidad, y Life is Strange llegó como una aventura de misterio adolescente. La historia gira en torno a la vida de Maxine, una adolescente con el curioso poder de detener y rebobinar el tiempo para manipular su entorno. Max, tras reencontrarse con su amiga Chloe, emprende el camino de descubrir los secretos de Arcadia Bay.;https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg;Adventure;DONTNOD Entertainment;Square Enix, Feral Interactive;4.12;83.0;life-is-strange-episode-1-2;https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg;;;;;13
Mafia - The Old Country;Mafia: The Old Country;RAWG;2025.0;Descubre los orígenes del crimen organizado en Mafia: The Old Country, una sórdida historia de mafia ambientada en el brutal submundo de la Sicilia de principios del siglo XX. Lucha por sobrevivir en esta época peligrosa e implacable, con una acción impregnada del realismo auténtico y la rica narrativa por los que la aclamada saga Mafia es reconocida.;https://media.rawg.io/media/games/e0f/e0fc6554b6c0b5cd95037858898a1cc8.jpg;Action, Adventure;Hangar 13;2K Games;3.82;;mafia-the-old-country;https://media.rawg.io/media/games/e0f/e0fc6554b6c0b5cd95037858898a1cc8.jpg;"Minimum: OS: Windows 10 / 11 Processor: AMD Ryzen 7 2700X / Intel Core i7-9700K Memory: 16 GB RAM Graphics: AMD Radeon RX 5700 XT / NVIDIA RTX 2070 DirectX: Version 12 Storage: 55 GB available space Additional Notes: Requires a 64-bit processor and operating system. Requires SSD ; Graphic Preset: Medium ; Resolution: 1080p";"Recommended: OS: Windows 10 / 11 Processor: AMD Ryzen 7 5800X / Intel Core i7-12700K Memory: 32 GB RAM Graphics: AMD Radeon RX 6950 XT / NVIDIA RTX 3080 Ti DirectX: Version 12 Storage: 55 GB available space Additional Notes: Requires a 64-bit processor and operating system. Requires SSD ; Graphic Preset: High ; Resolution: 1440p";;;39
Manor Lords v0.8.024.u4.Early.Access;Major\Minor - Complete Edition;RAWG;2016.0;El poder de manipular la realidad. La lucha entre dos mundos y su convivencia plagada de problemas. Una batalla política al borde de la revolución. Una misteriosa cadena de asesinatos que reclama a familiares y amigos. En el centro de todo, estás tú. Una ola de crímenes está azotando el país en circunstancias más que misteriosas. Juegas como uno de los Afortunados Dos, ganadores de un concurso.;https://media.rawg.io/media/games/5b6/5b6cc8103be6bede31a26fa3f2d23c6b.jpg;Adventure, RPG, Simulation, Indie;Klace;Tall Tail Studios;0.0;;majorminor-complete-edition;https://media.rawg.io/media/games/5b6/5b6cc8103be6bede31a26fa3f2d23c6b.jpg;Minimum: OS: WindowsR 7/8/8.1/10 (32bit/64bit) Processor: Intel Core2 Duo or Better Memory: 2 GB RAM Graphics: DirectX 9/OpenGL 4.1 capable GPU Storage: 1 GB available space Additional Notes: 1280x720 or Better Display;Recommended: OS: WindowsR 7/8/8.1/10 (32bit/64bit) Processor: Intel Core2 Duo or Better Memory: 2 GB RAM Graphics: DirectX 9/OpenGL 4.1 capable GPU Storage: 1 GB available space Additional Notes: 1920x1080 Display;;https://steamcdn-a.akamaihd.net/steam/apps/256667321/movie_max.mp4;12
Marvel?s Spider-Man 2 v1.526 AIO;Marvel's Spider-Man 2;RAWG;2023.0;Marvel's Spider-Man 2 es un videojuego de acción y aventuras de 2023 desarrollado por Insomniac Games y publicado por Sony Interactive Entertainment. Está basado en el personaje Spider-Man de Marvel Comics y presenta una narrativa inspirada en su extensa mitología de cómics. Es la tercera entrega de la serie Marvel's Spider-Man.;https://media.rawg.io/media/games/7ae/7ae5a14cdb4ab222a134c15f4629e430.jpg;Action, Adventure;Insomniac Games, Nixxes software;Sony Interactive Entertainment, PlayStation Publishing;4.35;;marvels-spider-man-2;https://media.rawg.io/media/games/7ae/7ae5a14cdb4ab222a134c15f4629e430.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10/11 (version 1909 or higher) Processor: Intel Core i3-8100 or AMD Ryzen 3 3100 Memory: 16 GB RAM Graphics: NVIDIA GeForce GTX 1650 or AMD Radeon RX 5500 XT;Recommended: Requires a 64-bit processor and operating system OS: Windows 10/11 (version 1909 or higher) Processor: Intel Core i5-8400 or AMD Ryzen 5 3600 Memory: 16 GB RAM Graphics: NVIDIA GeForce RTX 3060 or AMD Radeon RX 5700;;;70
Middle-earth - Shadow of Mordor v1951.27;Middle-earth: Shadow of Mordor;RAWG;2014.0;La franquicia de El Señor de los Anillos incorpora un nuevo título a su colección: un juego de acción y aventuras en mundo abierto que sigue a Talion, capitán de Gondor que sobrevivió al sacrificio destinado a invocar al Señor Élfico Celebrimbor como espectro. Habiendo perdido a su esposa e hijo, Talion se fusiona con Celebrimbor escapando de la muerte. Los jugadores deberán ganar experiencia para mejorar habilidades completando diversas misiones.;https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg;Action, RPG;Feral Interactive, Monolith Productions;Feral Interactive, Warner Bros. Interactive;3.91;85.0;shadow-of-mordor;https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg;OS: 64-bit: Vista SP2, Win 7 SP1, Win 8.1 Processor: Intel Core i5-750, 2.67 GHz | AMD Phenom II X4 965, 3.4 GHz Memory: 3 GB RAM Graphics: NVIDIA GeForce GTX 460 | AMD Radeon HD 5850 DirectX: Version 11 Network: Broadband Internet connection Storage: 44 GB available space;OS: 64-bit: Win 7 SP1, Win 8.1 Processor: Intel Core i7-3770, 3.4 GHz | AMD FX-8350, 4.0 GHz Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 660 | AMD Radeon HD 7950 DirectX: Version 11 Network: Broadband Internet connection Storage: 57 GB available space;;https://steamcdn-a.akamaihd.net/steam/apps/256689521/movie_max.mp4;53
MLB 2K12 Major League Baseball;Major League Baseball 2K12;RAWG;2012.0;Con controles sencillos e intuitivos y modos de juego inmersivos para cualquier nivel de aficionado, MLB 2K12 es el único juego que necesitarás esta temporada. Control Total de Pitcheo y Bateo: controla la acción en el campo con gestos simples e intuitivos. Mueve la muñeca para lanzar un splitter rastrero o aplasta el error de un lanzador rival. Tu objetivo es el campeonato de la Serie Mundial.;https://media.rawg.io/media/games/a78/a78ce16736c0f1215e24c88c52a5757b.jpg;Sports;Visual Concepts;2K Sports;0.0;68.0;major-league-baseball-2k12;https://media.rawg.io/media/games/a78/a78ce16736c0f1215e24c88c52a5757b.jpg;;;;;4
Mortal Kombat XL;Mortal Kombat XL;RAWG;2016.0;Uno de los títulos más vendidos de 2015 se ha vuelto XL. Completa la experiencia de Mortal Kombat X con contenido nuevo y existente. Incluye el juego principal y los nuevos personajes jugables Alien, Leatherface, Triborg y Bo' Rai Cho. Los personajes previamente lanzados incluyen Depredador, Jason Voorhees, Tremor, Tanya y Goro.;https://media.rawg.io/media/screenshots/601/601c3d179639c53e55531fa8efde6435.jpg;Fighting;NetherRealm Studios;Warner Bros. Interactive;4.16;;mortal-kombat-xl;https://media.rawg.io/media/screenshots/601/601c3d179639c53e55531fa8efde6435.jpg;;;;;29
NBA 2K14;NBA 2K14;RAWG;2013.0;NBA 2K14 es la novena entrega de la serie de simuladores de baloncesto 2K. Este juego gira en torno a LeBron James, el famoso jugador del equipo Miami Heat. El juego cuenta con el tradicional modo MyCareer, así como un modo arcade y una variedad de modos multijugador en línea. Se incluye un modo historia llamado 'LeBron: Camino a la Grandeza'.;https://media.rawg.io/media/games/872/8721094b44212218051621bc6fbee27d.jpg;Sports;2K, Visual Concepts;2K Games, 2K Sports;3.31;80.0;nba-2k14;https://media.rawg.io/media/games/872/8721094b44212218051621bc6fbee27d.jpg;;;;;7
NieR:Automata;NieR:Automata;RAWG;2017.0;NieR: Automata es un RPG de acción, secuela de *NieR* y derivado de la serie *Drakengard*. La historia se desarrolla en plena guerra entre humanos y máquinas, donde asumes el papel de una guerrera androide llamada 2B. La trama gira en torno a la capacidad de los androides para sentir y tomar sus propias decisiones. La jugabilidad de NieR: Automata combina elementos de RPG, como la progresión del personaje, con combates de acción y mecánicas de plataformas, incluyendo la escalada y el salto sobre obstáculos. Además de los ataques tradicionales ligeros y pesados, el juego incluye eventos de acción rápida (*quick-time events*) que, al completarse con éxito, desencadenan un contraataque de gran potencia. Durante los combates, puedes utilizar cuatro tipos de armas: espadas cortas, espadas largas, brazaletes y lanzas. Al controlar a un androide, tienes la posibilidad de mejorar tu cuerpo mediante chips especiales que aumentan tus atributos. El juego se desarrolla en un mundo abierto que cuenta con numerosos personajes no jugables (NPC) y misiones secundarias. Puedes explorarlo a pie, montar animales salvajes o pilotar un meca volador. También hay tiendas donde adquirir objetos útiles, como pociones para recuperar salud.;https://media.rawg.io/media/games/5a4/5a44112251d70a25291cc33757220fce.jpg;Action, RPG;Platinum Games, 8-4;Square Enix;4.37;86;nierautomata;https://media.rawg.io/media/games/5a4/5a44112251d70a25291cc33757220fce.jpg;Minimum: OS: Windows 7 /8.1 /10 64bit Processor: Intel Core i3 2100 or AMD A8-6500 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTX 770 VRAM 2GB or AMD Radeon R9 270X VRAM 2GB DirectX: Version 11 Network: Broadband Internet connection Storage: 50 GB available space Sound Card: DirectX® 11 supported Additional Notes: Mouse, keyboard and game pad (XInput only). Screen resolution: 1280x720. This product only supports MS-IME keyboard input. There is a possibility that other IME will not function correc;Recommended: OS: Windows 8.1 /10 64bit Processor: Intel Core i5 4670 or AMD A10-7850K Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 980 VRAM 4GB or AMD Radeon R9 380X VRAM 4GB DirectX: Version 11 Network: Broadband Internet connection Storage: 50 GB available space Sound Card: DirectX® 11 supported Additional Notes: Mouse, keyboard and game pad (XInput only). Screen resolution: 1920x1080. Depending on the monitor and PC graphics card environment and setup used, this title can expand its display ;;https://steamcdn-a.akamaihd.net/steam/apps/256680536/movie_max.mp4;21
Nioh 3 Deluxe Edition;Nioh 3;RAWG;2026.0;Nioh 3 is the eagerly anticipated continuation of the dark samurai action RPG series Nioh. A deadly struggle unfolds amidst the evastation of an alternate Warring States period where bandits run rampant and yokai skulk about. An open field that challenges you to the fullest This game features an open field filled with the sense of tension characteristic of the “Nioh” series while also allowing you to explore to your heart’s content. In this dark samurai world, you will encounter formidable yokai, explore menacing villages where darkness lurks, and struggle against the ominous presence of “the Crucible. Samurai and Ninja combat styles You can enjoy an instantaneous and seamless switch between two combat styles during battle, facing your enemies head-on with Samurai Style and using quick movements and special techniques with Ninja Style.;https://media.rawg.io/media/games/18f/18f1e09f98c9a0e822b616d68d73c956.jpg;Action;;;4.17;;nioh-3;https://media.rawg.io/media/games/18f/18f1e09f98c9a0e822b616d68d73c956.jpg;;;;;58
No Man?s Sky v6.24;No Man's Sky;RAWG;2016.0;No Man's Sky es un videojuego de aventuras, acción y supervivencia espacial desarrollado por Hello Games. El estilo visual del juego está inspirado en diversas novelas de ciencia ficción. La característica principal del juego es la generación procedimental: cada planeta que visitas se genera desde cero de forma aleatoria, creando un universo prácticamente infinito.;https://media.rawg.io/media/games/174/1743b3dd185bda4a7be349347d4064df.jpg;Action, Adventure, RPG, Simulation, Massively Multiplayer, Indie;Hello Games;Hello Games;3.71;75.0;no-mans-sky;https://media.rawg.io/media/games/174/1743b3dd185bda4a7be349347d4064df.jpg;Minimum: OS: Windows 7/8.1/10 (64-bit versions) Processor: Intel Core i3 Memory: 8 GB RAM Graphics: nVidia GTX 480, AMD Radeon 7870 Storage: 10 GB available space;;;https://steamcdn-a.akamaihd.net/steam/apps/256676626/movie_max.mp4;19
Plague Tale - Requiem v1.6.0.0;A Plague Tale: Requiem;RAWG;2022.0;Lejos, al otro lado del mar, una isla llama... Embárcate en un desgarrador viaje por un mundo brutal y sobrecogedor, retorcido por fuerzas sobrenaturales. Tras escapar de su devastada tierra natal, Amicia y Hugo viajan hacia el sur, a nuevas regiones y ciudades vibrantes, intentando comenzar una nueva vida y controlar la maldición de Hugo. Pero cuando los poderes de Hugo despiertan de nuevo, la muerte y la destrucción regresan en una marea de ratas devoradoras.;https://media.rawg.io/media/games/cd0/cd074f3f6045297cda9ad077273c09b6.jpg;Action, Adventure;Asobo Studio;Focus Home Interactive, Focus Entertainment;4.28;;a-plague-tale-requiem;https://media.rawg.io/media/games/cd0/cd074f3f6045297cda9ad077273c09b6.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 (20H1 64 bits) Processor: Intel Core i5-4690K (3.5 GHz)/AMD FX-8300 (3.3 GHz) Memory: 16 GB RAM Graphics: 4 GB, GeForce GTX 970/Radeon RX 590 DirectX: Version 12 Storage: 55 GB available space Additional Notes: 30 FPS, 1920x1080 in low. DirectX 12 Feature Level 12 and Shader Model 6.0 are needed.;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 (20H1 64 bits) Processor: Intel Core i7-8700K (3.7 GHz) / AMD Ryzen 5 3600 (3.6 GHz) Memory: 16 GB RAM Graphics: 8 GB, GeForce RTX 3070/Radeon RX 6800 XT DirectX: Version 12 Storage: 55 GB available space Additional Notes: 60 FPS, 1920x1080 in ultra. SSD storage is recommended.;;;38
Portal Knights v1.7.2;Portal Knights;RAWG;2016.0;Deja el mundo conocido atrás y adéntrate en lo fantástico desconocido con Portal Knights, un RPG de acción cooperativo en sandbox 3D. Sube de nivel a tu personaje y fabrica poderoso equipo para derrotar a tus enemigos en un combate táctico en tiempo real. Explora decenas de islas generadas aleatoriamente y devuelve la paz a un mundo destrozado por La Fractura.;https://media.rawg.io/media/screenshots/999/9996d2692128d717880d2be9f9351765.jpg;Action, Adventure, RPG;505 Games, Keen Games;505 Games;2.98;72.0;portal-knights;https://media.rawg.io/media/screenshots/999/9996d2692128d717880d2be9f9351765.jpg;Minimum: OS: 64bit Versions of Windows 7, Windows 8, Windows 10 Processor: AMD Phenom(tm) 8450 Triple-Core Processor (3 CPUs), ~2.1GHz or Intel Core 2 Duo E8400 @ 3.0 GHz Memory: 4 GB RAM Graphics: Graphics: NVIDIA® GeForce GTX 470 (1Gb VRAM) / ATI Radeon TM HD 6870 (1Gb VRAM) DirectX: Version 11 Network: Broadband Internet connection Storage: 2 GB available space Sound Card: On Board;Recommended: OS: 64bit Versions of Windows 7, Windows 8, Windows 10 Processor: AMD FX 8120 @ 3.1 GHz or Intel i3 2100 @ 3.10 GHz Memory: 4 GB RAM Graphics: Graphics: NVIDIA® GeForce® GTX 750ti, ATI Radeon™ HD 7850 DirectX: Version 11 Network: Broadband Internet connection Storage: 2 GB available space Sound Card: On Board;;https://steamcdn-a.akamaihd.net/steam/apps/256684069/movie_max.mp4;5
Pragmata Deluxe Edition;Pragmata;RAWG;2026.0;PRAGMATA, la nueva IP de Capcom. Una nueva aventura de acción de ciencia ficción con un giro único de hackeo. En un futuro cercano, los protagonistas Hugh y su compañera androide Diana deben trabajar juntos para abrirse paso por una fría estación de investigación lunar.;https://media.rawg.io/media/games/9b2/9b20adbf00491d56ad6793654067f2fd.jpg;Action;Capcom;Capcom;4.46;;pragmata;https://media.rawg.io/media/games/9b2/9b20adbf00491d56ad6793654067f2fd.jpg;;;;;34
REANIMAL;Reanimal;RAWG;2026.0;Los creadores originales de Little Nightmares han regresado para llevarte a un viaje más aterrador que nunca. En este juego de aventura de terror cooperativo, juegas como un hermano y una hermana que atraviesan el infierno para rescatar a sus amigos desaparecidos. Explorando en bote y a pie, deberás usar tu ingenio para sobrevivir y descubrir el oscuro secreto que acecha la isla.;https://media.rawg.io/media/games/299/299e031b1a8082298a4aeb5355d45571.jpg;Adventure;Tarsier Studios;THQ Nordic, Amplifier Studios, Amplifier Game Invest;4.28;;reanimal;https://media.rawg.io/media/games/299/299e031b1a8082298a4aeb5355d45571.jpg;;;;;12
Resident Evil 5 v1.2.0;Resident Evil 5;RAWG;2009.0;Resident Evil 5 es un shooter en tercera persona con elementos de survival horror y la quinta entrega principal de la aclamada franquicia Resident Evil de Capcom. La historia sigue a Chris Redfield y a su compañera Sheva Alomar, miembros de la Alianza de Evaluación de Seguridad contra el Bioterrorismo enviados a investigar actividad bioterrorista en África.;https://media.rawg.io/media/games/974/974342a3959981a17bdbbff2fd7f97b0.jpg;Action, Shooter;Capcom;Capcom;3.82;86.0;resident-evil-5-biohazard-5;https://media.rawg.io/media/games/974/974342a3959981a17bdbbff2fd7f97b0.jpg;Supported OS: Windows 7 Processor: Intel Core™ 2 Quad 2.4GHz or better, AMD Phenom™ II x4 3.4GHZ or better Memory: 4GB or better Graphics: 512 MB VRAM, NVIDIA® GeForce 9800 series or better, ATI Radeon HD 7770 or better Display: Minimum 800 x 600 pixel resolution Sound: DirectSound Compatible (DirectX 9.0c or higher) DirectX®: DirectX 9.0c / Shader 3.0 or better Hard Drive: 15 GB free hard drive space Peripherals: Keyboard and mouse Internet connection required for game activation.;Supported OS: Windows 7 Processor: Intel Core™ i5-3570 or better, AMD Phenom™ II x4 3.4GHZ or better Memory: 4GB or better Graphics: 512 MB VRAM, NVIDIA(R) GeForce® GTX 650 or better, ATI Radeon HD 7770 or better Display: Minimum 1280 x 720 pixel resolution Sound: DirectSound Compatible (DirectX 9.0c or higher) DirectX®: DirectX 9.0c / Shader 3.0 or better Hard Drive: 15 GB free hard drive space Peripherals: Keyboard and mouse, controller supported Internet connection required for game activatio;;;4
Resident Evil HD REMASTER;Resident Evil HD Remaster;RAWG;2015.0;El juego que definió el género de survival horror ha vuelto remasterizado en HD. En 1998, un equipo de fuerzas especiales es enviado a investigar unos extraños asesinatos en las afueras de Raccoon City. Al llegar, son atacados por una jauría de perros sedientos de sangre y se ven obligados a refugiarse en una mansión cercana. El olor a muerte es intenso, los suministros escasos y los enemigos numerosos.;https://media.rawg.io/media/games/3cf/3cf4e76bfd5283331c83958c830a761c.jpg;Action, Adventure;Capcom;Capcom;4.33;82.0;resident-evil-hd-remaster;https://media.rawg.io/media/games/3cf/3cf4e76bfd5283331c83958c830a761c.jpg;;;;;17
Resident Evil Requiem;Resident Evil 9: Requiem;RAWG;2026.0;Resident Evil Requiem es la novena entrega de la serie principal. Prepárate para escapar de la muerte en una experiencia escalofriante que te helará hasta los huesos. Los avances tecnológicos combinados con la profunda experiencia del equipo de desarrollo confluyen en una historia con personajes ricos y una jugabilidad más inmersiva que nunca. Una nueva era del survival horror comienza en 2026.;https://media.rawg.io/media/games/ed6/ed613937e113a4d43fa0db771e527a2f.jpg;Action;Capcom;Capcom;4.55;;resident-evil-9-requiem;https://media.rawg.io/media/games/ed6/ed613937e113a4d43fa0db771e527a2f.jpg;;;;;74
Samurai Warriors 4-II;SAMURAI WARRIORS 4-II;RAWG;2015.0;Por fin llega el último título lanzado para el décimo aniversario de la serie SAMURAI WARRIORS. Naomasa Ii aparece como personaje jugable por primera vez, y las distintas personalidades de la época se exploran con mayor profundidad en el Modo Historia, ahora centrado en personajes individuales. El clásico Modo Supervivencia de la serie también regresa, mejorado respecto a su versión anterior.;https://media.rawg.io/media/games/745/745d4e9df08ff87d034759966063ee42.jpg;Action;Koei Tecmo, KOEI TECMO America;Koei Tecmo Games;3.63;;samurai-warriors-4-ii;https://media.rawg.io/media/games/745/745d4e9df08ff87d034759966063ee42.jpg;Minimum: OS: Windows® Vista, Windows® 7, Windows® 8, Windows® 8.1 Processor: Core2 DUO 2.4GHz or better Memory: 1 GB RAM Graphics: 640*480 pixel over, High Color DirectX: Version 9.0c Network: Broadband Internet connection Storage: 11 GB available space Sound Card: DirectX 9.0c over;Recommended: OS: Windows® Vista, Windows® 7, Windows® 8, Windows® 8.1 Processor: Core i7 860 better Memory: 2 GB RAM Graphics: 1280*720 pixel over, True Color DirectX: Version 9.0c Network: Broadband Internet connection Storage: 11 GB available space Sound Card: DirectX 9.0c over;;;10
Satisfactory v463028;Satisfactory;RAWG;2024.0;Bienvenido a FICSIT Incorporated, empresa especializada en la investigación, desarrollo y aplicación de nuevas tecnologías. Como parte del nuevo programa Salva el Día, serás enviado a uno de muchos planetas alienígenas para contribuir al Proyecto Ensamblaje. Fabrica maquinaria, automatiza procesos y construye fábricas cada vez más grandes en un enorme mundo abierto.;https://media.rawg.io/media/games/9b0/9b03581c1ba7df63e221eb0828f8bb52.jpg;Action, Adventure, Strategy, Indie;Coffee Stain Studios;Coffee Stain Studios;4.3;;satisfactory;https://media.rawg.io/media/games/9b0/9b03581c1ba7df63e221eb0828f8bb52.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 7 or later (64-Bit) Processor: i5-3570k 3,4 GHz 4 Core Memory: 8 GB RAM Graphics: GTX 660 2GB Network: Broadband Internet connection Storage: 20 GB available space Additional Notes: Broadband required for online coop;Recommended: Requires a 64-bit processor and operating system;;;9
Sonic Frontiers v1.42;Sonic Frontiers;RAWG;2022.0;Los mundos colisionarán en la nueva aventura de Sonic the Hedgehog. Una experiencia como nunca antes: acelera hacia nuevas alturas y experimenta la emoción de la libertad de zona abierta a alta velocidad. Batalla contra poderosos enemigos mientras corres por las Islas Starfall, paisajes rebosantes de densos bosques, cascadas desbordantes y abrasadores desiertos.;https://media.rawg.io/media/games/f2b/f2bc84509d92c95a8ad22caa8c8afa06.jpg;Action, Adventure, Platformer;Sonic Team;SEGA;3.47;;sonic-frontiers;https://media.rawg.io/media/games/f2b/f2bc84509d92c95a8ad22caa8c8afa06.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5-3470 or AMD Ryzen 5 1400 Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB DirectX: Version 11 Storage: 30 GB available space Additional Notes: 720p Low @ 30 FPS. Requires a CPU which supports the AVX and SSE4 instruction set.;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5-6600 or AMD Ryzen 5 2600 Memory: 12 GB RAM Graphics: NVIDIA GeForce GTX 1070, 8 GB or AMD Radeon RX Vega 56, 8 GB DirectX: Version 11 Storage: 30 GB available space Additional Notes: 1080p High @ 60 FPS. Requires a CPU which supports the AVX and SSE4 instruction set.;;;21
South Park - The Fractured But Whole Game v30.07.2018;South Park: The Fractured But Whole;RAWG;2017.0;La segunda parte de una serie de juegos tipo jRPG ambientados en el popular universo de la serie animada sobre las aventuras de unos escolares. Los propios creadores de la serie animada fueron los desarrolladores del juego, logrando un éxito igual que su predecesor.;https://media.rawg.io/media/games/63c/63cb04333dea1726e90b38dc3d10258f.jpg;Adventure, RPG;Ubisoft San Francisco;Ubisoft Entertainment;4.04;80.0;south-park-the-fractured-but-whole;https://media.rawg.io/media/games/63c/63cb04333dea1726e90b38dc3d10258f.jpg;Minimum: OS: Windows 7, Windows 8.1, Windows 10 (64-bit versions only) Processor: Intel Core i5 2400 / AMD FX 4320 or equivalent Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 560Ti / GTX 650 / GTX 750 / GTX 950 / GTX 1050 / AMD Radeon HD 7850 / R9 270 / R9 370 / RX 460 Storage: 20 GB available space Additional Notes: 720p @~60FPS;Recommended: OS: Windows 7, Windows 8.1, Windows 10 (64-bit versions only) Processor: Intel Core i5-4690K / AMD FX-8350 or equivalent Graphics: NVIDIA GeForce GTX 670 / GTX 750ti / GTX 960 / GTX 1060 / AMD Radeon R9 280X / R9 380 / RX 470 Storage: 20 GB available space Additional Notes: 1080p @~60FPS;;https://steamcdn-a.akamaihd.net/steam/apps/256687147/movie_max.mp4;20
South Park - The Stick of Truth;South Park: The Stick of Truth;RAWG;2014.0;South Park: The Stick of Truth es un RPG de acción basado en la serie animada estadounidense South Park. Los jugadores asumen el papel del Chico Nuevo, que se muda con sus padres a la ficticia ciudad de Colorado. El Rey Mago Cartman encomienda al Chico Nuevo la misión de recuperar el Bastón de la Verdad, el objeto más poderoso de todos los reinos.;https://media.rawg.io/media/games/8ca/8ca40b562a755d6a0e30d48e6c74b178.jpg;Adventure, RPG;Obsidian Entertainment;Ubisoft Entertainment;4.23;84.0;south-park-the-stick-of-truth;https://media.rawg.io/media/games/8ca/8ca40b562a755d6a0e30d48e6c74b178.jpg;Minimum: OS: WindowsXP SP3, Windows Vista SP2, Windows 7 SP1, Windows 8 (both 32/64bit versions) Processor: Intel Pentium Dual-Core E2180 @ 2.0 GHz or AMD Athlon64 X2 3800+ @ 2.0 GHz Memory: 2 GB GB RAM Graphics: nVidia GeForce 8800GT or AMD Radeon HD2600XT (512MB VRAM with Shader Model 4.0 or higher) DirectX: Version 9.0c Storage: 6 GB available space Sound Card: DirectX Compatible Sound Card with latest drivers;Recommended: OS: WindowsXP SP3, Windows Vista SP2, Windows 7 SP1, Windows 8 (both 32/64bit versions) Processor: Intel Core2Duo E4400 @ 2.0 GHz or AMD Athlon64 X2 4400+ @ 2.3 GHz or better Memory: 4 GB RAM Graphics: nVidia GeForce 9800GT or AMD Radeon HD4870 (512MB VRAM with Shader Model 4.0) or better DirectX: Version 9.0c Storage: 6 GB available space Sound Card: DirectX Compatible Sound Card with latest drivers;;;4
Star Wars The Force Unleashed Collection (1 y 2);Star Wars The Force Unleashed Collection (1 y 2);RAWG;2010.0;STAR WARS: The Force Unleashed II es un videojuego de acción y aventuras en tercera persona con elementos de plataformas. Es la secuela de STAR WARS: The Force Unleashed (2008), creado en un ciclo de desarrollo de nueve meses. El protagonista principal es un clon de Starkiller.;https://media.rawg.io/media/games/693/693952316d4b90984a92e7ab0f5c9b81.jpg;Action, Adventure;Aspyr Media, LucasArts Entertainment, Lucasfilm, Red Fly Studio;Disney Interactive, LucasArts Entertainment;3.66;59.0;star-wars-the-force-unleashed-2;https://media.rawg.io/media/games/693/693952316d4b90984a92e7ab0f5c9b81.jpg;7 / 8 / 10Processor: Intel Core 2 Duo 2.8 GHz or AMD Athlon X2 6000+Video: ATI Radeon HD 4800 / NVIDIA GeForce GTX 260;;;;15
Stellar Blade;Stellar Blade;RAWG;2024.0;Stellar Blade es un juego de acción y aventuras que transcurre en un futuro no muy lejano, en una Tierra arruinada, contra enemigos desconocidos. Acompaña a la poderosa heroína Eve, únete a compañeros en el camino y acepta el desafío de esta trepidante aventura.;https://media.rawg.io/media/games/fbd/fbdef5455da4c4033bed896e1540f6a1.jpg;Action, Adventure, RPG;SHIFT UP;PlayStation Publishing;4.25;;project-eve-tba;https://media.rawg.io/media/games/fbd/fbdef5455da4c4033bed896e1540f6a1.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 64-bit Processor: Intel® Core™ i5-7600k Processor / AMD Ryzen™ 5 1600X Processor Memory: 16 GB RAM Graphics: NVIDIA GeForce GTX 1060 6GB or AMD Radeon RX 580 8GB DirectX: Version 12 Storage: 75 GB available space Additional Notes: 1080P. Graphics Quality Preset “Low”. 60FPS Target. HDD Supported, SSD Recommended.;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 64-bit Processor: Intel® Core™ i5-8400 Processor / AMD Ryzen™ 5 3600X Processor Memory: 16 GB RAM Graphics: NVIDIA GeForce RTX 2060 SUPER or AMD Radeon RX 5700 XT DirectX: Version 12 Storage: 75 GB available space Additional Notes: 1440p. Graphics Quality Preset “Medium”. 60FPS Target. SSD Required.;;;58
